X	Y	Z	INT_TOP
-18.9463	3.65939	8.23879	0
-18.9463	3.66946	8.01514	0.268555
-18.9463	3.67954	8.23884	0
-18.9463	3.68961	8.01329	0.537109
-18.9463	3.69966	8.01187	1.00098
-18.9463	3.70971	8.01031	1.95313
-18.9463	3.71974	8.00971	2.9541
-18.9463	3.72974	8.00987	3.00293
-18.9463	3.73974	8.00934	2.92969
-18.9463	3.74976	8.00935	2.17285
-18.9463	3.75979	8.00911	2.80762
-18.9463	3.76979	8.00895	2.63672
-18.9463	3.77979	8.00899	2.90527
-18.9462	3.78979	8.00857	2.53906
-18.9462	3.79976	8.00837	3.68652
-18.9463	3.80971	8.00829	2.83203
-18.9463	3.81964	8.00834	3.19824
-18.9463	3.82956	8.00801	2.80762
-18.9463	3.83951	8.00756	2.56348
-18.9463	3.84949	8.00782	2.68555
-18.9462	3.85946	8.00757	2.58789
-18.9462	3.86941	8.00778	2.70996
-18.9462	3.87939	8.00744	2.68555
-18.9462	3.88936	8.00692	2.70996
-18.9462	3.89931	8.00708	3.71094
-18.9462	3.90929	8.00715	3.00293
-18.9462	3.91926	8.00731	3.27148
-18.9462	3.92921	8.00681	3.4668
-18.9463	3.93919	8.00672	2.97852
-18.9463	3.94914	8.00637	2.97852
-18.9463	3.95906	8.00594	3.05176
-18.9462	3.96901	8.00594	2.9541
-18.9462	3.97899	8.00614	3.6377
-18.9462	3.98899	8.00615	3.66211
-18.9462	3.99899	8.0059	2.92969
-18.9462	4.00896	8.00562	1.78223
-18.9462	4.01894	8.00521	2.75879
-18.9462	4.02896	8.00574	3.27148
-18.9462	4.03899	8.00557	2.92969
-18.9461	4.04901	8.00528	2.44141
-18.9461	4.05906	8.005	2.09961
-18.946	4.06909	8.00568	1.41602
-18.946	4.07911	8.00593	2.24609
-18.9459	4.08914	8.00487	1.83105
-18.9459	4.09916	8.00454	2.63672
-18.9459	4.10919	8.00441	3.02734
-18.9459	4.11919	8.00403	1.68457
-18.9459	4.12919	8.00387	1.92871
-18.9459	4.13921	8.00398	2.7832
-18.9459	4.14924	8.0043	2.53906
-18.9459	4.15924	8.00421	3.85742
-18.9459	4.16924	8.00419	2.97852
-18.9458	4.17926	8.00348	2.34375
-18.9458	4.18934	8.0037	3.71094
-18.9459	4.19941	8.00374	3.97949
-18.9459	4.20946	8.00344	2.14844
-18.9459	4.21951	8.00359	1.97754
-18.9459	4.22956	8.00365	1.78223
-18.9459	4.23964	8.00375	1.83105
-18.946	4.24969	8.00358	2.85645
-18.946	4.25974	8.0039	2.14844
-18.946	4.26981	8.00336	2.34375
-18.946	4.27984	8.00277	2.66113
-18.9461	4.28984	8.00245	2.9541
-18.9461	4.29986	8.00225	2.58789
-18.9462	4.30986	8.00223	2.31934
-18.9462	4.31979	8.00241	2.49023
-18.9463	4.32971	8.0016	2.92969
-18.9463	4.33966	8.00199	2.41699
-18.9463	4.34961	8.00126	2.19727
-18.9463	4.35954	8.00144	2.24609
-18.9464	4.36946	8.00115	1.51367
-18.9464	4.37939	8.00132	1.87988
-18.9464	4.38929	8.00097	1.80664
-18.9464	4.39919	8.00139	2.0752
-18.9463	4.40909	8.00304	0.756836
-18.9463	4.41901	8.00709	0.512695
-18.9464	4.42896	8.00814	0.561523
-18.9464	4.43894	8.00711	0.317383
-18.9464	4.44891	8.00794	0.244141
-18.9464	4.45891	8.00583	0.170898
-18.9464	4.46894	8.00379	0.12207
-18.9464	4.47899	8.00826	0.341797
-18.9464	4.48909	8.01069	1.00098
-18.9464	4.49919	8.00778	0.488281
-18.9464	4.50926	8.00354	0.244141
-18.9464	4.51934	8.00214	0.561523
-18.9464	4.52944	7.99994	0.65918
-18.9464	4.53954	7.99945	1.2207
-18.9464	4.54969	7.99898	1.5625
-18.9464	4.55984	7.9988	1.85547
-18.9464	4.56997	7.99862	2.31934
-18.9464	4.58009	7.99863	2.31934
-18.9464	4.59016	7.99796	1.95313
-18.9464	4.60021	7.99833	2.41699
-18.9464	4.61024	7.99767	2.00195
-18.9464	4.62021	7.99745	1.48926
-18.9464	4.63016	7.99714	2.05078
-18.9464	4.64011	7.99678	1.70898
-18.9464	4.65006	7.99694	2.00195
-18.9464	4.65999	7.99677	1.80664
-18.9464	4.66989	7.99697	1.95313
-18.9464	4.67981	7.99702	2.09961
-18.9463	4.68976	7.99675	2.14844
-18.9463	4.69969	7.99665	1.80664
-18.9463	4.70959	7.99646	1.66016
-18.9463	4.71951	7.99729	0.952148
-18.9463	4.72946	7.99914	0.708008
-18.9463	4.73941	8.00371	0.488281
-18.9463	4.74934	7.99502	0.219727
-18.9463	4.75924	7.99722	0.390625
-18.9463	4.76916	7.99831	0.244141
-18.9463	4.77909	8.00171	0.317383
-18.9463	4.78904	8.00398	0.146484
-18.9463	4.79901	8.0065	1.12305
-18.9463	4.80899	7.99859	0.610352
-18.9463	4.81899	7.9972	1.0498
-18.9464	4.82899	7.99572	1.7334
-18.9464	4.83901	7.99533	2.36816
-18.9464	4.84904	7.99539	2.92969
-18.9464	4.85909	7.99501	2.63672
-18.9464	4.86916	7.9946	2.17285
-18.9464	4.87921	7.99451	2.51465
-18.9463	4.88926	7.99404	2.70996
-18.9463	4.89934	7.99381	2.63672
-18.9463	4.90944	7.9931	2.14844
-18.9463	4.91951	7.99346	2.17285
-18.9463	4.92956	7.99309	2.24609
-18.9463	4.93961	7.99349	2.46582
-18.9463	4.94966	7.99334	2.73438
-18.9463	4.95969	7.99333	2.44141
-18.9463	4.96971	7.99343	2.46582
-18.9462	4.97974	7.99328	2.27051
-18.9462	4.98974	7.99316	2.36816
-18.9462	4.99974	7.99329	2.6123
-18.9463	5.00971	7.99313	3.10059
-18.9463	5.01964	7.99348	2.7832
-18.9463	5.02956	7.99281	3.14941
-18.9464	5.03946	7.99266	2.66113
-18.9464	5.04931	7.9922	2.70996
-18.9464	5.05919	7.99183	2.56348
-18.9463	5.06911	7.99211	2.7832
-18.9463	5.07904	7.99211	1.63574
-18.9464	5.08896	7.99198	2.24609
-18.9464	5.09894	7.9919	2.53906
-18.9464	5.10894	7.99137	2.66113
-18.9463	5.11894	7.99157	2.80762
-18.9463	5.12896	7.99117	2.17285
-18.9463	5.13901	7.99138	2.41699
-18.9463	5.14906	7.99174	2.80762
-18.9463	5.15911	7.99144	2.14844
-18.9463	5.16914	7.99155	2.39258
-18.9463	5.17916	7.99146	2.53906
-18.9463	5.18921	7.99105	2.75879
-18.9463	5.19926	7.99108	2.19727
-18.9462	5.20929	7.99086	2.14844
-18.9462	5.21929	7.99054	1.68457
-18.9462	5.22931	7.99131	2.31934
-18.9461	5.23939	7.99153	1.44043
-18.946	5.24949	7.99145	1.36719
-18.946	5.25959	7.99055	2.12402
-18.946	5.26969	7.99062	1.70898
-18.946	5.27976	7.99137	0.952148
-18.946	5.28981	7.99148	0.927734
-18.9459	5.29984	7.99215	0.976563
-18.9459	5.30986	7.99024	0.65918
-18.946	5.31986	7.99016	0.439453
-18.946	5.32986	7.99085	0.683594
-18.946	5.33989	7.9893	2.36816
-18.946	5.34989	7.9889	2.63672
-18.946	5.35989	7.98874	2.6123
-18.946	5.36989	7.98852	3.125
-18.9459	5.37986	7.98849	2.7832
-18.9459	5.38981	7.9879	3.36914
-18.9459	5.39976	7.98758	2.80762
-18.9459	5.40971	7.98719	2.56348
-18.946	5.41966	7.98703	1.9043
-18.946	5.42961	7.98659	1.97754
-18.946	5.43954	7.98676	1.97754
-18.946	5.44946	7.98655	2.17285
-18.946	5.45944	7.98722	2.6123
-18.946	5.46941	7.9871	2.85645
-18.946	5.47936	7.98725	3.51563
-18.946	5.48931	7.98671	3.14941
-18.946	5.49924	7.98612	2.14844
-18.946	5.50916	7.98623	2.46582
-18.946	5.51911	7.98632	3.17383
-18.9461	5.52909	7.98621	3.24707
-18.9461	5.53909	7.98587	2.73438
-18.9461	5.54909	7.98572	3.34473
-18.9461	5.55911	7.98537	2.58789
-18.9461	5.56919	7.98558	2.14844
-18.9461	5.57929	7.98542	2.34375
-18.9461	5.58939	7.98549	3.02734
-18.9462	5.59949	7.98565	2.63672
-18.9462	5.60956	7.98515	2.9541
-18.9462	5.61967	7.9855	3.51563
-18.9462	5.62979	7.9851	3.02734
-18.9462	5.63989	7.98497	2.7832
-18.9462	5.64996	7.98455	2.70996
-18.9462	5.65999	7.98436	2.6123
-18.9462	5.66996	7.98439	2.6123
-18.9462	5.67991	7.9841	2.49023
-18.9461	5.68984	7.98413	2.44141
-18.9461	5.69976	7.98411	2.83203
-18.9462	5.70966	7.98356	2.31934
-18.9461	5.71951	7.98388	1.26953
-18.9461	5.72936	7.98388	2.63672
-18.9462	5.73926	7.98331	2.75879
-18.9462	5.74919	7.9835	2.92969
-18.9461	5.75914	7.98329	2.92969
-18.9461	5.76911	7.98322	2.58789
-18.9461	5.77911	7.98307	2.49023
-18.9461	5.78914	7.98322	2.83203
-18.9461	5.79916	7.98327	2.70996
-18.9461	5.80921	7.98314	2.36816
-18.9462	5.81932	7.98331	2.27051
-18.9462	5.82939	7.98323	1.92871
-18.9462	5.83941	7.98224	2.09961
-18.9462	5.84941	7.98217	2.70996
-18.9462	5.85939	7.98255	2.53906
-18.9462	5.86939	7.98202	2.34375
-18.9463	5.87939	7.982	2.41699
-18.9463	5.88944	7.98188	2.90527
-18.9463	5.89949	7.98169	2.56348
-18.9464	5.90949	7.98149	2.6123
-18.9465	5.91954	7.98135	2.39258
-18.9465	5.92956	7.98098	2.46582
-18.9466	5.93959	7.98168	2.7832
-18.9466	5.94964	7.98142	2.53906
-18.9466	5.95966	7.98158	2.7832
-18.9466	5.96971	7.98125	2.53906
-18.9466	5.97976	7.98109	2.39258
-18.9465	5.98981	7.98046	2.00195
-18.9465	5.99989	7.98037	2.51465
-18.9465	6.00994	7.9802	2.27051
-18.9465	6.01999	7.98081	2.41699
-18.9465	6.02999	7.98079	3.34473
-18.9465	6.03994	7.98054	3.125
-18.9465	6.04989	7.98014	2.73438
-18.9465	6.05981	7.98047	3.34473
-18.9465	6.06974	7.98045	2.73438
-18.9465	6.07966	7.97973	2.22168
-18.9465	6.08961	7.97935	2.24609
-18.9465	6.09959	7.97948	1.92871
-18.9465	6.10959	7.97928	2.00195
-18.9465	6.11961	7.979	1.83105
-18.9465	6.12964	7.97926	2.34375
-18.9465	6.13966	7.97938	2.29492
-18.9465	6.14969	7.97951	2.44141
-18.9465	6.15969	7.9792	2.0752
-18.9465	6.16971	7.97922	2.12402
-18.9465	6.17974	7.97845	2.00195
-18.9465	6.18976	7.97875	1.78223
-18.9465	6.19976	7.97852	2.31934
-18.9465	6.20971	7.97821	2.80762
-18.9465	6.21964	7.97786	1.53809
-18.9465	6.22956	7.97759	2.00195
-18.9465	6.23949	7.97766	1.46484
-18.9465	6.24941	7.97825	1.95313
-18.9465	6.25939	7.97797	2.34375
-18.9465	6.26936	7.97802	2.29492
-18.9465	6.27934	7.97736	2.31934
-18.9465	6.28934	7.97709	2.14844
-18.9465	6.29939	7.97681	1.80664
-18.9464	6.30944	7.97699	1.34277
-18.9464	6.31944	7.97532	1.7334
-18.9464	6.32946	7.97645	1.85547
-18.9464	6.33949	7.97688	2.27051
-18.9464	6.34946	7.97703	1.78223
-18.9464	6.35946	7.97796	0.927734
-18.9464	6.36949	7.98075	0.341797
-18.9464	6.37949	7.98258	0.439453
-18.9464	6.38949	7.98099	0.415039
-18.9464	6.39946	7.9793	0.683594
-18.9464	6.40941	7.9785	0.634766
-18.9464	6.41936	7.97812	0.439453
-18.9464	6.42931	7.97955	0.366211
-18.9464	6.43929	7.9831	0.65918
-18.9464	6.44931	7.9788	0.683594
-18.9464	6.45936	7.9758	1.7334
-18.9464	6.46941	7.97559	2.05078
-18.9464	6.47949	7.97519	2.02637
-18.9464	6.48956	7.97457	1.97754
-18.9464	6.49964	7.97479	2.58789
-18.9464	6.50971	7.97489	3.17383
-18.9463	6.51976	7.97481	3.27148
-18.9463	6.52979	7.9746	2.66113
-18.9463	6.53979	7.97424	3.07617
-18.9463	6.54979	7.97386	2.90527
-18.9463	6.55976	7.97401	2.00195
-18.9462	6.56974	7.97425	2.9541
-18.9462	6.57971	7.97386	3.14941
-18.9462	6.58966	7.97314	2.75879
-18.9462	6.59964	7.97324	1.83105
-18.9462	6.60966	7.97267	2.90527
-18.9462	6.61971	7.97245	2.27051
-18.9462	6.62974	7.97261	2.14844
-18.9462	6.63979	7.97222	1.95313
-18.9462	6.64986	7.97227	1.51367
-18.9462	6.65994	7.97237	1.61133
-18.9462	6.66999	7.97236	1.3916
-18.9462	6.67999	7.97207	0.708008
-18.9462	6.68996	7.9722	1.0498
-18.9462	6.69991	7.97283	0.390625
-18.9462	6.70986	7.97624	0.463867
-18.9462	6.71984	7.97704	0.488281
-18.9462	6.72981	7.97754	0.512695
-18.9462	6.73979	7.97837	1.07422
-18.9462	6.74976	7.97856	2.09961
-18.9462	6.75976	7.97488	0.537109
-18.9462	6.76974	7.97264	0.952148
-18.9461	6.77966	7.97182	2.24609
-18.9461	6.78961	7.97143	2.05078
-18.9461	6.79956	7.97096	1.9043
-18.9461	6.80951	7.97069	1.92871
-18.9461	6.81944	7.97032	2.14844
-18.9461	6.82936	7.96992	2.17285
-18.9461	6.83931	7.97022	1.87988
-18.9461	6.84931	7.96973	2.92969
-18.9461	6.85934	7.97021	2.9541
-18.9461	6.86939	7.96978	2.85645
-18.9461	6.87946	7.96995	2.85645
-18.9461	6.88954	7.96912	2.58789
-18.9461	6.89961	7.96864	2.51465
-18.9461	6.90966	7.9696	3.00293
-18.9461	6.91969	7.96936	3.6377
-18.9462	6.92969	7.96935	3.32031
-18.9462	6.93969	7.96923	3.14941
-18.9462	6.94969	7.96842	3.05176
-18.9462	6.95969	7.96822	2.12402
-18.9462	6.96966	7.9685	3.2959
-18.9462	6.97964	7.96775	2.9541
-18.9462	6.98959	7.96746	3.19824
-18.9462	6.99954	7.9675	2.83203
-18.9462	7.00951	7.96829	2.75879
-18.9462	7.01949	7.96818	2.68555
-18.9462	7.02946	7.96853	3.34473
-18.9462	7.03944	7.9685	3.61328
-18.9462	7.04944	7.96839	3.66211
-18.9462	7.05944	7.96782	3.78418
-18.9462	7.06944	7.96776	2.80762
-18.9462	7.07946	7.96771	2.83203
-18.9462	7.08949	7.96764	3.125
-18.9462	7.09949	7.96732	2.56348
-18.9462	7.10949	7.9672	3.36914
-18.9462	7.11949	7.96718	3.00293
-18.9462	7.12951	7.96669	3.34473
-18.9462	7.13956	7.966	3.73535
-18.9462	7.14961	7.96601	3.49121
-18.9462	7.15966	7.96621	2.80762
-18.9462	7.16971	7.96611	2.83203
-18.9462	7.17974	7.96586	3.95508
-18.9462	7.18974	7.96613	3.88184
-18.9462	7.19974	7.96587	3.51563
-18.9462	7.20976	7.96552	2.9541
-18.9463	7.21979	7.96458	2.44141
-18.9463	7.22979	7.96456	3.2959
-18.9462	7.23981	7.96364	3.10059
-18.9463	7.24984	7.96461	3.90625
-18.9463	7.25984	7.9646	2.41699
-18.9462	7.26986	7.96509	3.78418
-18.9462	7.27989	7.96523	2.66113
-18.9462	7.28986	7.96499	3.56445
-18.9462	7.29984	7.96456	3.49121
-18.9462	7.30984	7.96449	3.17383
-18.9462	7.31981	7.96419	3.02734
-18.9462	7.32981	7.96426	3.49121
-18.9462	7.33984	7.96402	3.24707
-18.9462	7.34984	7.96427	3.95508
-18.9461	7.35981	7.9643	4.32129
-18.9461	7.36979	7.96383	3.39355
-18.9461	7.37979	7.96373	3.88184
-18.9461	7.38981	7.96356	4.37012
-18.9461	7.39981	7.96337	4.37012
-18.9461	7.40979	7.96285	4.61426
-18.9462	7.41979	7.96306	3.75977
-18.9462	7.42981	7.96297	3.95508
-18.8956	-0.561789	8.06217	2.53906
-18.8956	-0.551839	8.06197	1.95313
-18.8956	-0.541862	8.06172	2.70996
-18.8956	-0.531862	8.06149	2.14844
-18.8956	-0.521889	8.06169	3.19824
-18.8956	-0.511912	8.06146	2.12402
-18.8956	-0.501939	8.06039	1.12305
-18.8955	-0.491936	8.06146	2.31934
-18.8955	-0.481912	8.06144	3.27148
-18.8955	-0.47186	8.06134	2.17285
-18.8956	-0.461786	8.06141	2.83203
-18.8956	-0.45171	8.06125	2.85645
-18.8956	-0.44161	8.06098	2.6123
-18.8956	-0.43151	8.06004	1.97754
-18.8956	-0.42141	8.05852	1.87988
-18.8956	-0.41131	8.05985	2.46582
-18.8956	-0.40121	8.05938	2.83203
-18.8956	-0.391084	8.06012	3.125
-18.8956	-0.38096	8.06029	3.24707
-18.8956	-0.37086	8.05985	1.66016
-18.8956	-0.36076	8.06059	1.95313
-18.8956	-0.350686	8.05985	2.02637
-18.8956	-0.340636	8.05977	2.34375
-18.8956	-0.330586	8.05975	2.73438
-18.8956	-0.320536	8.05938	1.92871
-18.8955	-0.310486	8.05899	1.75781
-18.8955	-0.300489	8.05832	2.24609
-18.8955	-0.290486	8.05746	2.05078
-18.8955	-0.280489	8.05891	1.53809
-18.8955	-0.270539	8.05907	1.85547
-18.8955	-0.260589	8.06033	0.927734
-18.8954	-0.250665	8.06056	0.292969
-18.8954	-0.240765	8.0631	0.512695
-18.8954	-0.230917	8.06396	0.78125
-18.8954	-0.221117	8.06506	0.610352
-18.8954	-0.211317	8.06206	0.317383
-18.8954	-0.201517	8.05421	0.195313
-18.8954	-0.191717	8.05847	0.390625
-18.8954	-0.181917	8.06387	0.488281
-18.8954	-0.172091	8.06527	2.88086
-18.8954	-0.162293	8.06395	0.634766
-18.8955	-0.152517	8.06226	0.537109
-18.8954	-0.142691	8.0611	0.878906
-18.8954	-0.132815	8.05958	0.634766
-18.8954	-0.122915	8.05934	0.927734
-18.8954	-0.112989	8.05752	1.75781
-18.8954	-0.103039	8.05654	2.36816
-18.8954	-0.0930624	8.05597	2.22168
-18.8954	-0.0830624	8.05509	3.125
-18.8954	-0.0730363	8.05448	3.32031
-18.8955	-0.0629863	8.05559	2.66113
-18.8955	-0.0528839	8.05616	3.73535
-18.8955	-0.0427339	8.05578	2.29492
-18.8954	-0.0325839	8.05683	3.00293
-18.8954	-0.0224339	8.05623	1.44043
-18.8954	-0.0123101	8.0555	2.49023
-18.8954	-0.00218388	8.05543	2.51465
-18.8954	0.00793994	8.0553	3.02734
-18.8954	0.0180137	8.05494	2.17285
-18.8954	0.0280899	8.0548	1.95313
-18.8954	0.0381899	8.05496	2.7832
-18.8954	0.0482637	8.05449	3.125
-18.8954	0.0583399	8.05436	2.58789
-18.8954	0.0684399	8.0543	2.56348
-18.8954	0.0785399	8.05445	2.58789
-18.8954	0.0886137	8.05452	2.9541
-18.8954	0.0986376	8.05417	2.41699
-18.8954	0.108664	8.05366	2.05078
-18.8954	0.11874	8.05373	2.51465
-18.8954	0.128814	8.05319	1.97754
-18.8954	0.13889	8.05198	2.46582
-18.8954	0.14899	8.05179	2.36816
-18.8954	0.159116	8.05142	3.61328
-18.8954	0.169266	8.05162	3.05176
-18.8954	0.179364	8.05197	2.68555
-18.8954	0.189414	8.05186	2.05078
-18.8954	0.199411	8.05206	2.68555
-18.8954	0.209361	8.05184	2.29492
-18.8954	0.219285	8.05178	1.70898
-18.8954	0.229211	8.05162	2.22168
-18.8954	0.239135	8.05103	2.80762
-18.8954	0.249035	8.05142	2.51465
-18.8954	0.258935	8.05144	2.41699
-18.8954	0.268809	8.05161	2.46582
-18.8954	0.278685	8.05139	2.56348
-18.8954	0.288585	8.05181	1.12305
-18.8954	0.298485	8.0513	2.56348
-18.8954	0.308385	8.05154	2.73438
-18.8954	0.318285	8.05116	2.6123
-18.8954	0.328185	8.05099	2.90527
-18.8954	0.338138	8.05057	2.27051
-18.8954	0.348111	8.05037	2.58789
-18.8954	0.358088	8.0505	2.44141
-18.8954	0.368114	8.05044	1.53809
-18.8954	0.378164	8.04998	2.17285
-18.8954	0.388188	8.05014	2.63672
-18.8955	0.398214	8.04986	2.83203
-18.8955	0.408264	8.04996	2.53906
-18.8955	0.418288	8.05009	2.46582
-18.8955	0.428314	8.04956	2.29492
-18.8955	0.438338	8.04989	2.53906
-18.8955	0.448338	8.04922	1.66016
-18.8955	0.458338	8.04913	1.7334
-18.8955	0.468338	8.04887	1.61133
-18.8955	0.478311	8.04966	0.878906
-18.8954	0.488314	8.05212	0.830078
-18.8954	0.498311	8.05304	0.512695
-18.8954	0.508288	8.05402	0.585938
-18.8954	0.518235	8.05508	0.512695
-18.8954	0.528161	8.05621	0.439453
-18.8954	0.538085	8.05683	0.512695
-18.8954	0.547959	8.05734	0.561523
-18.8954	0.557835	8.05889	0.585938
-18.8954	0.567709	8.05788	0.390625
-18.8954	0.577559	8.05765	0.439453
-18.8954	0.587409	8.23879	0
-18.8954	0.597285	8.05161	0.292969
-18.8954	0.607211	8.05316	0.366211
-18.8954	0.617135	8.05065	0.390625
-18.8955	0.627088	8.04862	0.683594
-18.8955	0.637114	8.0478	1.34277
-18.8955	0.647164	8.0475	1.75781
-18.8955	0.657214	8.04728	1.44043
-18.8955	0.667238	8.04692	1.58691
-18.8955	0.677264	8.04598	1.83105
-18.8955	0.68734	8.04578	1.68457
-18.8955	0.697414	8.04589	2.36816
-18.8955	0.707516	8.04563	2.49023
-18.8955	0.717692	8.04621	2.34375
-18.8955	0.727892	8.04628	2.7832
-18.8955	0.738092	8.04591	2.36816
-18.8955	0.748318	8.04539	2.19727
-18.8954	0.758542	8.04564	2.58789
-18.8954	0.768768	8.04606	2.27051
-18.8954	0.778966	8.04599	3.22266
-18.8954	0.789116	8.04555	2.12402
-18.8954	0.79924	8.04606	1.41602
-18.8954	0.80934	8.04682	1.19629
-18.8954	0.819388	8.04685	1.80664
-18.8954	0.829414	8.0472	1.2207
-18.8954	0.839464	8.04473	0.585938
-18.8954	0.849488	8.04445	0.268555
-18.8953	0.859488	8.05265	0.244141
-18.8953	0.869488	8.05565	0.634766
-18.8954	0.879461	8.05565	0.439453
-18.8954	0.889438	8.05276	0.366211
-18.8953	0.899411	8.05189	0.195313
-18.8953	0.909388	8.05456	0.146484
-18.8953	0.919309	8.05398	0.634766
-18.8954	0.929211	8.05436	0.561523
-18.8954	0.939109	8.05047	0.341797
-18.8954	0.948985	8.04902	0.292969
-18.8953	0.958833	8.04582	0.366211
-18.8953	0.968685	8.04407	1.14746
-18.8954	0.978533	8.04447	1.26953
-18.8954	0.988385	8.04369	1.58691
-18.8954	0.998259	8.04324	1.92871
-18.8954	1.00816	8.04296	1.87988
-18.8954	1.01809	8.04245	2.19727
-18.8954	1.02801	8.04194	1.80664
-18.8954	1.03796	8.0428	2.63672
-18.8954	1.04791	8.04293	3.02734
-18.8954	1.05789	8.04233	2.51465
-18.8954	1.06786	8.04203	3.00293
-18.8954	1.07786	8.04283	2.73438
-18.8954	1.08786	8.04279	1.17188
-18.8954	1.09786	8.04262	2.63672
-18.8954	1.10786	8.04257	1.97754
-18.8954	1.11784	8.04193	1.66016
-18.8954	1.12784	8.04229	1.5625
-18.8954	1.13784	8.04547	0.708008
-18.8954	1.14781	8.04623	0.78125
-18.8954	1.15779	8.04736	0.537109
-18.8954	1.16779	8.04638	0.708008
-18.8954	1.17779	8.04702	0.537109
-18.8954	1.18776	8.04865	0.708008
-18.8954	1.19776	8.04824	0.488281
-18.8954	1.20774	8.04846	0.512695
-18.8955	1.21766	8.04803	0.488281
-18.8955	1.22764	8.04894	0.317383
-18.8955	1.23766	8.04555	0.146484
-18.8955	1.24771	8.03592	0.610352
-18.8955	1.25776	8.03329	0.268555
-18.8955	1.26781	8.23884	0
-18.8955	1.27789	8.04433	0.341797
-18.8955	1.28796	8.04535	0.292969
-18.8955	1.29804	8.04758	0.292969
-18.8955	1.30814	8.04613	0.244141
-18.8955	1.31824	8.04092	0.244141
-18.8955	1.32834	8.03876	0.830078
-18.8955	1.33844	8.04139	0.390625
-18.8955	1.34851	8.04237	0.708008
-18.8955	1.35856	8.04066	1.09863
-18.8955	1.36859	8.03921	1.24512
-18.8955	1.37861	8.03811	1.92871
-18.8955	1.38864	8.03862	1.29395
-18.8955	1.39866	8.03843	2.09961
-18.8954	1.40871	8.03862	1.95313
-18.8954	1.41874	8.03885	3.05176
-18.8954	1.42874	8.03842	2.53906
-18.8954	1.43876	8.03807	3.68652
-18.8954	1.44881	8.03819	2.9541
-18.8954	1.45886	8.03812	1.78223
-18.8954	1.46889	8.03717	2.92969
-18.8954	1.47889	8.03751	3.34473
-18.8954	1.48894	8.03817	3.56445
-18.8954	1.49901	8.03775	3.2959
-18.8954	1.50906	8.03658	1.66016
-18.8954	1.51911	8.0357	1.68457
-18.8954	1.52914	8.03686	3.19824
-18.8954	1.53911	8.03618	3.22266
-18.8954	1.54906	8.03605	2.70996
-18.8954	1.55901	8.03596	2.56348
-18.8954	1.56891	8.03583	2.24609
-18.8954	1.57876	8.03618	2.70996
-18.8953	1.58861	8.03592	2.83203
-18.8953	1.59846	8.03608	2.6123
-18.8953	1.60834	8.03588	2.88086
-18.8953	1.61821	8.03612	3.10059
-18.8953	1.62809	8.03553	3.00293
-18.8953	1.63801	8.03516	1.97754
-18.8953	1.64794	8.03576	2.02637
-18.8953	1.65784	8.0351	2.17285
-18.8953	1.66774	8.03464	1.92871
-18.8953	1.67764	8.03474	2.24609
-18.8953	1.68756	8.03455	2.12402
-18.8953	1.69751	8.03427	2.73438
-18.8953	1.70749	8.03404	2.63672
-18.8953	1.71749	8.03396	2.41699
-18.8953	1.72751	8.03395	3.07617
-18.8953	1.73756	8.03451	2.00195
-18.8953	1.74761	8.035	1.9043
-18.8954	1.75766	8.03374	1.51367
-18.8954	1.76771	8.03294	2.53906
-18.8954	1.77776	8.03332	2.68555
-18.8954	1.78787	8.03337	3.49121
-18.8954	1.79796	8.03338	2.7832
-18.8954	1.80801	8.03309	2.29492
-18.8954	1.81804	8.03302	2.90527
-18.8954	1.82809	8.03291	3.32031
-18.8954	1.83814	8.03274	2.46582
-18.8954	1.84816	8.03264	2.66113
-18.8954	1.85816	8.03286	3.19824
-18.8954	1.86816	8.03304	3.66211
-18.8954	1.87816	8.03278	4.27246
-18.8954	1.88814	8.03273	4.00391
-18.8954	1.89811	8.03258	3.125
-18.8954	1.90809	8.03196	2.31934
-18.8954	1.91806	8.03194	3.27148
-18.8954	1.92804	8.03177	3.85742
-18.8954	1.93799	8.03177	3.41797
-18.8954	1.94791	8.03134	2.7832
-18.8954	1.95784	8.03144	3.17383
-18.8954	1.96779	8.03089	2.39258
-18.8954	1.97776	8.03086	2.49023
-18.8954	1.98776	8.03068	1.53809
-18.8954	1.99776	8.03011	1.58691
-18.8954	2.00779	8.03039	3.36914
-18.8954	2.01781	8.03057	2.68555
-18.8954	2.02784	8.03014	3.58887
-18.8954	2.03791	8.02992	2.80762
-18.8954	2.04799	8.03011	4.10156
-18.8954	2.05806	8.02962	3.73535
-18.8954	2.06814	8.02922	1.46484
-18.8954	2.07824	8.02895	3.19824
-18.8954	2.08834	8.02853	2.46582
-18.8954	2.09844	8.02819	2.14844
-18.8954	2.10854	8.02882	3.75977
-18.8954	2.11864	8.02871	3.4668
-18.8953	2.12877	8.0284	3.17383
-18.8953	2.13894	8.02851	3.44238
-18.8952	2.14909	8.02855	3.58887
-18.8952	2.15924	8.02825	2.41699
-18.8952	2.16942	8.02831	3.14941
-18.8951	2.17954	8.02796	3.07617
-18.8951	2.18964	8.02761	2.6123
-18.895	2.19971	8.0279	2.49023
-18.895	2.20974	8.02759	2.46582
-18.895	2.21974	8.02746	2.88086
-18.895	2.22971	8.02658	2.58789
-18.895	2.23964	8.02685	2.24609
-18.895	2.24954	8.02772	2.44141
-18.895	2.25944	8.02753	2.05078
-18.895	2.26934	8.02597	1.63574
-18.895	2.27926	8.02599	2.05078
-18.895	2.28921	8.02645	2.70996
-18.895	2.29914	8.02664	3.4668
