X	Y	Z	INT_TOP
-20.5227	3.70784	8.00404	3.125
-20.5226	3.71786	8.0037	3.39355
-20.5226	3.72789	8.00358	3.24707
-20.5227	3.73791	8.00377	3.19824
-20.5227	3.74796	8.00368	4.88281
-20.5227	3.75804	8.00345	4.19922
-20.5227	3.76811	8.00334	5.05371
-20.5227	3.77819	8.00287	2.05078
-20.5227	3.78824	8.00256	2.53906
-20.5227	3.79824	8.00303	3.24707
-20.5227	3.80824	8.00264	4.07715
-20.5226	3.81824	8.00244	4.00391
-20.5226	3.82826	8.00233	3.61328
-20.5226	3.83831	8.00198	4.1748
-20.5226	3.84834	8.00186	3.27148
-20.5225	3.85831	8.00118	2.80762
-20.5225	3.86829	8.0017	3.85742
-20.5225	3.87831	8.00169	3.44238
-20.5225	3.88836	8.00134	3.51563
-20.5225	3.89839	8.00118	2.70996
-20.5225	3.90841	8.00126	3.24707
-20.5225	3.91844	8.00107	2.68555
-20.5225	3.92844	8.00114	3.51563
-20.5225	3.93844	8.00088	3.80859
-20.5225	3.94844	8.00091	3.39355
-20.5224	3.95841	8.00061	3.36914
-20.5224	3.96836	8.00011	1.7334
-20.5225	3.97831	8.00068	2.39258
-20.5225	3.98826	8.00044	2.6123
-20.5225	3.99821	8.00004	1.9043
-20.5225	4.00819	8	2.68555
-20.5225	4.01816	7.9995	2.46582
-20.5225	4.02811	7.99926	2.68555
-20.5225	4.03806	7.99945	2.29492
-20.5225	4.04801	7.99939	2.44141
-20.5224	4.05796	7.99926	3.19824
-20.5224	4.06794	7.9992	3.22266
-20.5224	4.07794	7.99916	3.05176
-20.5223	4.08791	7.99897	2.9541
-20.5223	4.09789	7.99876	3.00293
-20.5222	4.10786	7.99861	2.66113
-20.5222	4.11784	7.99844	2.27051
-20.5221	4.12786	7.99777	3.00293
-20.522	4.13789	7.99847	2.7832
-20.522	4.14791	7.99818	2.9541
-20.522	4.15794	7.99787	2.41699
-20.522	4.16794	7.99768	2.51465
-20.522	4.17796	7.99716	2.9541
-20.522	4.18799	7.9963	2.53906
-20.522	4.19801	7.99641	2.90527
-20.522	4.20806	7.99728	2.56348
-20.522	4.21806	7.99751	3.07617
-20.5221	4.22804	7.99736	3.51563
-20.5221	4.23801	7.9974	3.125
-20.5222	4.24799	7.9972	3.10059
-20.5223	4.25796	7.99711	2.63672
-20.5223	4.26794	7.99688	3.22266
-20.5224	4.27794	7.9968	3.4668
-20.5225	4.28794	7.99607	2.6123
-20.5226	4.29794	7.99606	2.6123
-20.5226	4.30794	7.99636	2.70996
-20.5227	4.31794	7.99636	2.70996
-20.5228	4.32791	7.99621	3.14941
-20.5228	4.33786	7.99592	2.97852
-20.5229	4.34781	7.99542	3.10059
-20.5229	4.35776	7.99539	2.9541
-20.5229	4.36776	7.99538	3.10059
-20.523	4.37779	7.99535	3.2959
-20.523	4.38779	7.99492	3.10059
-20.523	4.39781	7.99429	2.29492
-20.5229	4.40786	7.99472	2.22168
-20.5229	4.41794	7.99481	3.4668
-20.5229	4.42801	7.99453	3.05176
-20.5229	4.43809	7.99472	2.80762
-20.5228	4.44816	7.99414	2.9541
-20.5228	4.45824	7.99437	2.39258
-20.5228	4.46829	7.99406	3.07617
-20.5228	4.47831	7.99409	3.85742
-20.5228	4.48834	7.99393	2.31934
-20.5228	4.49836	7.99344	2.66113
-20.5228	4.50841	7.99397	2.75879
-20.5228	4.51841	7.99362	2.80762
-20.5228	4.52839	7.99311	3.44238
-20.5228	4.53836	7.99265	3.34473
-20.5227	4.54831	7.99277	3.24707
-20.5228	4.55829	7.99228	3.22266
-20.5228	4.56826	7.99158	2.63672
-20.5228	4.57824	7.99194	2.58789
-20.5228	4.58826	7.99116	2.83203
-20.5228	4.59829	7.99104	2.75879
-20.5228	4.60831	7.99053	2.70996
-20.5228	4.61831	7.99164	2.29492
-20.5228	4.62831	7.99173	2.92969
-20.5227	4.63834	7.99184	2.83203
-20.5226	4.64834	7.99158	3.125
-20.5225	4.65834	7.99158	2.44141
-20.5224	4.66836	7.99121	2.73438
-20.5223	4.67836	7.99125	2.24609
-20.5222	4.68834	7.99062	2.36816
-20.5221	4.69831	7.99014	2.27051
-20.522	4.70826	7.98995	2.19727
-20.5219	4.71824	7.99018	2.6123
-20.5218	4.72821	7.99046	2.00195
-20.5218	4.73819	7.99025	2.36816
-20.5218	4.74814	7.99031	2.83203
-20.5218	4.75811	7.9901	2.49023
-20.5218	4.76811	7.98978	2.39258
-20.5218	4.77811	7.98948	2.68555
-20.5218	4.78814	7.98948	3.10059
-20.5218	4.79814	7.98866	2.46582
-20.5219	4.80811	7.98875	2.19727
-20.522	4.81809	7.9887	2.80762
-20.5221	4.82806	7.98858	2.22168
-20.5222	4.83804	7.98883	2.19727
-20.5223	4.84801	7.98899	2.6123
-20.5224	4.85799	7.98906	2.34375
-20.5225	4.86796	7.98889	2.73438
-20.5226	4.87791	7.98905	3.125
-20.5227	4.88786	7.98897	2.85645
-20.5228	4.89781	7.98904	2.90527
-20.5228	4.90779	7.98868	2.90527
-20.5229	4.91779	7.98849	2.68555
-20.5229	4.92776	7.98815	3.07617
-20.5229	4.93771	7.98823	2.83203
-20.5229	4.94766	7.98791	2.44141
-20.5229	4.95766	7.98741	2.24609
-20.5229	4.96769	7.98701	2.02637
-20.5228	4.97771	7.98655	2.53906
-20.5228	4.98774	7.98674	2.56348
-20.5228	4.99774	7.98662	2.05078
-20.5228	5.00776	7.98653	2.14844
-20.5228	5.01781	7.98639	2.6123
-20.5228	5.02789	7.98654	2.80762
-20.5227	5.03796	7.98642	3.02734
-20.5227	5.04799	7.9866	2.73438
-20.5227	5.05801	7.986	2.58789
-20.5227	5.06806	7.9856	2.00195
-20.5228	5.07809	7.98587	2.73438
-20.5228	5.08811	7.98626	3.32031
-20.5228	5.09816	7.98599	3.19824
-20.5228	5.10821	7.98574	2.46582
-20.5228	5.11824	7.98562	3.39355
-20.5228	5.12824	7.98532	2.66113
-20.5227	5.13824	7.98494	2.66113
-20.5227	5.14821	7.98494	2.6123
-20.5227	5.15819	7.98469	2.46582
-20.5227	5.16816	7.98458	2.90527
-20.5227	5.17814	7.98492	2.70996
-20.5227	5.18814	7.9845	3.10059
-20.5226	5.19816	7.98447	3.125
-20.5226	5.20821	7.98484	3.44238
-20.5225	5.21824	7.98465	2.22168
-20.5225	5.22824	7.98461	2.34375
-20.5225	5.23824	7.98454	2.58789
-20.5224	5.24824	7.98459	2.63672
-20.5224	5.25824	7.98429	2.31934
-20.5223	5.26824	7.98429	2.6123
-20.5223	5.27824	7.98412	2.41699
-20.5223	5.28826	7.98407	2.02637
-20.5223	5.29829	7.98405	2.70996
-20.5223	5.30829	7.98363	2.85645
-20.5223	5.31829	7.98376	2.56348
-20.5223	5.32829	7.98392	2.90527
-20.5223	5.33829	7.98329	2.44141
-20.5224	5.34829	7.98308	2.46582
-20.5224	5.35826	7.98215	2.09961
-20.5224	5.36824	7.98203	2.02637
-20.5225	5.37821	7.98141	2.63672
-20.5225	5.38816	7.98129	2.46582
-20.5225	5.39814	7.98238	2.83203
-20.5225	5.40811	7.98195	3.00293
-20.5226	5.41809	7.98183	2.97852
-20.5226	5.42809	7.98164	2.39258
-20.5226	5.43809	7.98174	3.05176
-20.5226	5.44811	7.98183	3.34473
-20.5226	5.45814	7.98061	1.80664
-20.5226	5.46814	7.98133	2.75879
-20.5226	5.47814	7.98117	3.36914
-20.5226	5.48816	7.98066	2.85645
-20.5226	5.49819	7.98003	2.92969
-20.5226	5.50816	7.97947	2.6123
-20.5226	5.51814	7.97975	2.66113
-20.5225	5.52811	7.97996	3.17383
-20.5225	5.53806	7.9803	3.05176
-20.5224	5.54801	7.9803	2.9541
-20.5224	5.55799	7.98001	2.85645
-20.5224	5.56799	7.97969	2.0752
-20.5224	5.57801	7.97936	2.53906
-20.5224	5.58801	7.97924	2.85645
-20.5225	5.59799	7.97906	2.51465
-20.5225	5.60799	7.97902	2.44141
-20.5225	5.61801	7.97879	3.27148
-20.5225	5.62804	7.97906	3.39355
-20.5226	5.63804	7.97863	3.41797
-20.5226	5.64801	7.9785	3.61328
-20.5226	5.65799	7.97874	3.39355
-20.5227	5.66796	7.97847	3.07617
-20.5227	5.67794	7.97838	3.00293
-20.5227	5.68794	7.97755	2.97852
-20.5227	5.69794	7.97797	2.44141
-20.5227	5.70794	7.9782	2.56348
-20.5226	5.71794	7.9774	2.31934
-20.5226	5.72794	7.97673	3.19824
-20.5226	5.73794	7.97734	2.24609
-20.5225	5.74794	7.97765	2.39258
-20.5225	5.75794	7.97785	1.63574
-20.5225	5.76796	7.97722	1.5625
-20.5225	5.77801	7.97785	2.0752
-20.5224	5.78809	7.9775	1.19629
-20.5223	5.79816	7.97783	1.44043
-20.5223	5.80819	7.97709	1.68457
-20.5223	5.81819	7.97685	2.09961
-20.5223	5.82821	7.97705	2.36816
-20.5223	5.83826	7.97648	1.7334
-20.5222	5.84829	7.97631	2.85645
-20.5222	5.85831	7.97638	2.31934
-20.5223	5.86834	7.97632	2.36816
-20.5223	5.87834	7.97627	1.58691
-20.5223	5.88834	7.97624	1.26953
-20.5223	5.89836	7.97712	1.48926
-20.5224	5.90839	7.97701	1.95313
-20.5224	5.91839	7.97458	2.12402
-20.5224	5.92836	7.9752	2.27051
-20.5225	5.93834	7.97564	2.41699
-20.5225	5.94831	7.97529	2.49023
-20.5225	5.95829	7.97524	3.22266
-20.5225	5.96829	7.97498	2.63672
-20.5225	5.97826	7.97487	2.46582
-20.5225	5.98824	7.97427	2.92969
-20.5225	5.99821	7.97443	2.66113
-20.5225	6.00819	7.97455	2.24609
-20.5225	6.01819	7.97475	2.19727
-20.5224	6.02816	7.97468	2.83203
-20.5224	6.03816	7.97448	2.53906
-20.5224	6.04816	7.97372	2.53906
-20.5224	6.05814	7.97366	2.63672
-20.5224	6.06814	7.97352	2.53906
-20.5224	6.07814	7.97322	2.0752
-20.5224	6.08814	7.97333	2.49023
-20.5224	6.09816	7.97399	2.53906
-20.5224	6.10819	7.97389	2.49023
-20.5225	6.11819	7.9738	2.70996
-20.5225	6.12816	7.97352	2.41699
-20.5225	6.13814	7.97313	2.49023
-20.5225	6.14814	7.97307	2.83203
-20.5226	6.15814	7.97305	2.41699
-20.5226	6.16814	7.97228	2.39258
-20.5226	6.17811	7.97224	2.83203
-20.5226	6.18806	7.9717	3.34473
-20.5226	6.19804	7.97197	2.66113
-20.5226	6.20804	7.97255	2.41699
-20.5227	6.21801	7.97279	1.87988
-20.5227	6.22799	7.97266	2.36816
-20.5227	6.23801	7.97204	2.29492
-20.5227	6.24804	7.97185	2.70996
-20.5227	6.25804	7.97194	2.73438
-20.5227	6.26804	7.97197	2.9541
-20.5227	6.27804	7.97154	2.12402
-20.5227	6.28804	7.97124	2.34375
-20.5227	6.29806	7.97013	2.39258
-20.5227	6.30809	7.97036	2.31934
-20.5226	6.31811	7.97051	3.10059
-20.5226	6.32816	7.97095	3.51563
-20.5226	6.33824	7.97079	3.44238
-20.5226	6.34829	7.97083	3.2959
-20.5225	6.35831	7.96993	2.29492
-20.5225	6.36831	7.97017	2.12402
-20.5225	6.37831	7.96998	1.70898
-20.5225	6.38829	7.96894	2.24609
-20.5225	6.39824	7.96907	2.34375
-20.5225	6.40824	7.96887	2.29492
-20.5225	6.41826	7.96989	2.80762
-20.5225	6.42826	7.97005	3.41797
-20.5225	6.43829	7.97005	3.17383
-20.5225	6.44831	7.96945	3.22266
-20.5225	6.45831	7.96938	3.27148
-20.5225	6.46831	7.96954	2.49023
-20.5225	6.47831	7.96911	3.27148
-20.5225	6.48831	7.96896	3.39355
-20.5225	6.49829	7.96863	2.68555
-20.5225	6.50829	7.96913	3.80859
-20.5225	6.51831	7.96904	2.7832
-20.5225	6.52831	7.96941	2.09961
-20.5225	6.53831	7.96866	3.10059
-20.5225	6.54834	7.96825	2.9541
-20.5225	6.55834	7.96813	2.63672
-20.5224	6.56831	7.96794	3.02734
-20.5224	6.57829	7.96793	2.34375
-20.5224	6.58829	7.96806	3.90625
-20.5224	6.59831	7.96809	3.22266
-20.5224	6.60831	7.96785	2.46582
-20.5224	6.61829	7.9676	3.24707
-20.5224	6.62829	7.96769	3.14941
-20.5224	6.63831	7.96729	3.58887
-20.5224	6.64831	7.96753	4.10156
-20.5224	6.65829	7.96703	2.75879
-20.5225	6.66826	7.96577	2.14844
-20.5225	6.67824	7.96625	2.27051
-20.5226	6.68819	7.96614	2.6123
-20.5226	6.69816	7.96577	2.14844
-20.5226	6.70816	7.96577	2.75879
-20.5227	6.71811	7.96495	2.63672
-20.5227	6.72809	7.96479	2.22168
-20.5227	6.73809	7.96515	2.6123
-20.5227	6.74806	7.96503	2.41699
-20.5227	6.75806	7.96529	3.125
-20.5227	6.76809	7.96482	2.49023
-20.5227	6.77811	7.96508	3.07617
-20.5227	6.78814	7.96512	2.80762
-20.5227	6.79816	7.96491	2.27051
-20.5227	6.80819	7.96534	4.12598
-20.5227	6.81819	7.9652	3.22266
-20.5227	6.82816	7.96466	3.2959
-20.5227	6.83816	7.96459	3.00293
-20.5227	6.84814	7.96471	2.19727
-20.5226	6.85811	7.96397	2.36816
-20.5226	6.86811	7.96404	1.85547
-20.5226	6.87811	7.96397	2.41699
-20.5226	6.88811	7.96375	3.80859
-20.5226	6.89809	7.96283	3.58887
-20.5226	6.90809	7.96306	2.75879
-20.5226	6.91809	7.96328	2.68555
-20.5226	6.92809	7.96323	2.51465
-20.5226	6.93811	7.96342	3.41797
-20.5226	6.94814	7.96327	3.24707
-20.5226	6.95816	7.96259	2.68555
-20.5226	6.96819	7.96283	3.125
-20.5226	6.97821	7.96304	3.39355
-20.5226	6.98829	7.9627	2.97852
-20.5226	6.99834	7.96276	3.73535
-20.5226	7.00834	7.96269	4.37012
-20.5226	7.01834	7.96217	3.49121
-20.5226	7.02834	7.96234	2.80762
-20.5226	7.03834	7.96167	3.68652
-20.5226	7.04831	7.96133	2.58789
-20.5226	7.05829	7.96123	2.9541
-20.5226	7.06826	7.96166	1.63574
-20.5226	7.07824	7.96054	1.78223
-20.5225	7.08826	7.9618	2.68555
-20.5225	7.09829	7.9611	2.63672
-20.5225	7.10831	7.96079	3.02734
-20.5224	7.11836	7.9617	4.02832
-20.5224	7.12839	7.96168	3.90625
-20.5224	7.13841	7.9614	4.12598
-20.5224	7.14846	7.96087	3.75977
-20.5224	7.15849	7.96067	3.54004
-20.5224	7.16849	7.96108	3.88184
-20.5224	7.17851	7.9606	3.34473
-20.5224	7.18851	7.96069	3.19824
-20.5224	7.19849	7.96016	3.27148
-20.5224	7.20849	7.95991	3.4668
-20.5224	7.21849	7.95903	2.90527
-20.5224	7.22849	7.9595	3.19824
-20.5225	7.23846	7.959	2.12402
-20.5225	7.24841	7.95927	3.17383
-20.5225	7.25839	7.95931	3.93066
-20.5226	7.26836	7.95924	3.75977
-20.5226	7.27834	7.95938	4.02832
-20.5226	7.28829	7.95876	2.80762
-20.5226	7.29824	7.95824	2.83203
-20.5226	7.30824	7.9582	3.41797
-20.5226	7.31824	7.9576	2.34375
-20.5226	7.32824	7.95834	2.46582
-20.5226	7.33824	7.9591	2.90527
-20.5226	7.34824	7.95885	2.73438
-20.5226	7.35821	7.95861	3.88184
-20.5226	7.36816	7.95833	3.39355
-20.5226	7.37814	7.95748	3.07617
-20.5226	7.38814	7.95711	2.68555
-20.5226	7.39814	7.95774	4.07715
-20.5226	7.40814	7.95767	4.02832
-20.5226	7.41811	7.9578	3.54004
-20.5226	7.42811	7.95748	3.80859
-20.4716	-0.561815	8.05711	1.07422
-20.4716	-0.551915	8.05576	1.46484
-20.4716	-0.541989	8.05639	1.36719
-20.4716	-0.532039	8.05503	1.24512
-20.4716	-0.522115	8.05505	3.4668
-20.4716	-0.512215	8.05427	2.80762
-20.4716	-0.502315	8.0544	3.6377
-20.4716	-0.492415	8.05486	3.68652
-20.4716	-0.482515	8.05436	2.17285
-20.4716	-0.472667	8.05467	2.92969
-20.4716	-0.462815	8.05472	3.02734
-20.4716	-0.452941	8.05432	2.85645
-20.4716	-0.443065	8.05474	1.19629
-20.4716	-0.433191	8.05409	2.44141
-20.4716	-0.423315	8.05382	2.85645
-20.4717	-0.413441	8.05209	4.22363
-20.4717	-0.403539	8.05322	2.22168
-20.4717	-0.393589	8.05411	4.07715
-20.4718	-0.383586	8.05361	2.9541
-20.4718	-0.373615	8.05263	2.41699
-20.4718	-0.363636	8.05258	1.95313
-20.4719	-0.353639	8.05282	2.36816
-20.4719	-0.343636	8.05291	1.92871
-20.4719	-0.333586	8.0526	2.17285
-20.4719	-0.323536	8.05302	1.66016
-20.4719	-0.313486	8.05225	2.73438
-20.4719	-0.303462	8.0529	3.14941
-20.4719	-0.293462	8.05189	2.34375
-20.4719	-0.283436	8.05277	3.05176
-20.4719	-0.273412	8.05314	3.39355
-20.4718	-0.263386	8.05247	2.7832
-20.4718	-0.253336	8.05188	2.46582
-20.4718	-0.243312	8.05123	2.29492
-20.4718	-0.233286	8.0518	2.02637
-20.4718	-0.223236	8.05208	2.02637
-20.4718	-0.213186	8.05071	2.12402
-20.4718	-0.203136	8.05126	2.44141
-20.4718	-0.193112	8.05165	3.73535
-20.4718	-0.183086	8.05101	2.17285
-20.4718	-0.173062	8.05128	2.19727
-20.4718	-0.163062	8.05153	4.22363
-20.4718	-0.153062	8.0508	1.68457
-20.4718	-0.143089	8.05004	1.61133
-20.4718	-0.13306	8.05056	2.56348
-20.4718	-0.123039	8.05041	2.34375
-20.4718	-0.113036	8.05084	3.85742
-20.4718	-0.103012	8.04977	2.17285
-20.4718	-0.0929601	8.05	2.88086
-20.4718	-0.0828601	8.04973	2.41699
-20.4718	-0.0727863	8.04923	3.07617
-20.4718	-0.0627363	8.04851	2.31934
-20.4718	-0.0526863	8.04864	3.22266
-20.4718	-0.0426363	8.04876	3.36914
-20.4718	-0.0325601	8.04919	3.22266
-20.4718	-0.0224601	8.04962	3.02734
-20.4717	-0.0123863	8.04888	2.63672
-20.4717	-0.00231006	8.04874	2.73438
-20.4717	0.00776375	8.04767	3.80859
-20.4717	0.0178137	8.04771	3.19824
-20.4716	0.0278637	8.04778	2.63672
-20.4716	0.0378614	8.04864	2.83203
-20.4715	0.0478637	8.04855	3.17383
-20.4715	0.0578876	8.0474	2.97852
-20.4715	0.0678614	8.046	3.05176
-20.4715	0.0778376	8.04743	3.51563
-20.4715	0.0878376	8.04726	3.4668
-20.4714	0.0978114	8.04725	2.58789
-20.4714	0.107788	8.04696	2.19727
-20.4714	0.117761	8.04667	2.19727
-20.4715	0.127711	8.04745	2.75879
-20.4715	0.137661	8.04664	2.49023
-20.4715	0.147638	8.04713	1.92871
-20.4715	0.157611	8.04617	1.9043
-20.4715	0.167588	8.04627	1.63574
-20.4715	0.177588	8.04564	2.29492
-20.4715	0.187588	8.04624	2.85645
-20.4715	0.197588	8.04575	3.75977
-20.4716	0.207535	8.04578	2.7832
-20.4716	0.217488	8.04519	3.27148
-20.4716	0.227409	8.0452	2.90527
-20.4716	0.237311	8.04513	3.75977
-20.4716	0.247209	8.04527	2.22168
-20.4716	0.257085	8.04506	2.44141
-20.4716	0.266985	8.04418	3.125
-20.4716	0.276885	8.04423	2.41699
-20.4715	0.286785	8.044	2.7832
-20.4715	0.296711	8.04444	3.49121
-20.4715	0.306635	8.04363	2.9541
-20.4716	0.316561	8.04445	2.6123
-20.4716	0.326538	8.04402	3.19824
-20.4715	0.336511	8.04498	3.68652
-20.4715	0.346488	8.04425	3.24707
-20.4715	0.356514	8.04401	3.39355
-20.4715	0.366564	8.04377	2.70996
-20.4716	0.376614	8.04299	1.83105
-20.4716	0.38669	8.04155	2.7832
-20.4715	0.39679	8.04081	2.9541
-20.4715	0.40689	8.0431	2.27051
-20.4716	0.41699	8.04343	2.85645
-20.4716	0.42709	8.04318	3.32031
-20.4716	0.43719	8.04261	3.32031
-20.4717	0.447264	8.0426	2.88086
-20.4718	0.457314	8.04263	3.73535
-20.4718	0.467364	8.04238	3.00293
-20.4718	0.477414	8.04195	2.90527
-20.4719	0.487438	8.04258	2.75879
-20.4719	0.497411	8.04264	3.6377
-20.4719	0.507361	8.0415	2.24609
-20.4719	0.517311	8.04157	2.17285
-20.4719	0.527261	8.0406	3.10059
-20.4719	0.537211	8.0411	3.24707
-20.4719	0.547161	8.04059	2.66113
-20.4719	0.557138	8.04079	2.49023
-20.4718	0.567138	8.04122	3.41797
-20.4718	0.577111	8.04072	3.02734
-20.4718	0.587114	8.04131	3.24707
-20.4718	0.597138	8.04075	2.27051
-20.4718	0.607111	8.04018	2.80762
-20.4718	0.617088	8.04036	2.41699
-20.4718	0.627114	8.04045	2.53906
-20.4717	0.637164	8.04065	2.31934
-20.4717	0.647188	8.0404	2.22168
-20.4717	0.65724	8.0406	2.70996
-20.4717	0.667314	8.04057	2.70996
-20.4717	0.677416	8.03991	2.44141
-20.4717	0.687514	8.03971	2.49023
-20.4717	0.697642	8.03942	2.58789
-20.4717	0.70779	8.03935	1.85547
-20.4717	0.717916	8.03956	2.58789
-20.4717	0.728014	8.03944	2.24609
-20.4717	0.738116	8.03923	3.00293
-20.4717	0.74824	8.03918	2.51465
-20.4717	0.75834	8.03894	2.66113
-20.4717	0.76844	8.03829	2.6123
-20.4717	0.778514	8.0386	3.6377
-20.4717	0.788564	8.03864	3.34473
-20.4717	0.798614	8.03869	3.6377
-20.4717	0.808638	8.03865	3.51563
-20.4717	0.818638	8.03828	3.125
-20.4717	0.828638	8.03822	2.70996
-20.4717	0.838638	8.03844	3.07617
-20.4717	0.848585	8.03807	2.31934
-20.4717	0.858511	8.03691	3.51563
-20.4717	0.868435	8.03763	2.83203
-20.4717	0.878361	8.03778	3.07617
-20.4717	0.888233	8.03781	3.14941
-20.4717	0.898085	8.03747	1.66016
-20.4717	0.907907	8.03713	2.85645
-20.4717	0.917683	8.03752	4.15039
-20.4717	0.927457	8.03778	3.27148
-20.4717	0.937207	8.03744	2.80762
-20.4717	0.94693	8.03766	3.17383
-20.4717	0.956657	8.03743	2.31934
-20.4717	0.96638	8.03755	3.2959
-20.4717	0.976133	8.03707	2.92969
-20.4717	0.985985	8.03749	3.88184
-20.4717	0.995885	8.03719	2.44141
-20.4717	1.00581	8.03785	1.7334
-20.4717	1.01579	8.03711	1.9043
-20.4717	1.02581	8.03658	2.85645
-20.4717	1.03586	8.03543	2.29492
-20.4717	1.04594	8.03493	2.88086
-20.4717	1.05607	8.03607	2.97852
-20.4717	1.06619	8.03434	1.5625
-20.4717	1.07629	8.03499	2.36816
-20.4717	1.08639	8.03507	3.07617
-20.4717	1.09649	8.03513	2.6123
-20.4717	1.10659	8.03499	3.00293
-20.4717	1.11669	8.03528	2.83203
-20.4717	1.12676	8.0358	4.05273
-20.4716	1.13684	8.0356	4.19922
-20.4716	1.14691	8.03571	4.90723
-20.4716	1.15699	8.03516	3.17383
-20.4716	1.16704	8.03497	4.32129
-20.4717	1.17709	8.03497	2.34375
-20.4716	1.18714	8.0343	2.0752
-20.4716	1.19716	8.03425	2.44141
-20.4716	1.20719	8.03422	2.70996
-20.4716	1.21721	8.03423	3.4668
-20.4717	1.22724	8.03397	3.39355
-20.4717	1.23729	8.03378	3.39355
-20.4717	1.24734	8.03335	4.22363
-20.4717	1.25739	8.03286	4.19922
-20.4717	1.26746	8.03231	4.54102
-20.4717	1.27751	8.03292	3.39355
-20.4717	1.28759	8.03354	3.68652
-20.4717	1.29772	8.03343	2.51465
-20.4717	1.30784	8.03264	2.49023
-20.4717	1.31794	8.03315	3.71094
-20.4717	1.32801	8.03297	2.68555
-20.4717	1.33809	8.03179	2.12402
-20.4717	1.34816	8.03184	3.05176
-20.4717	1.35827	8.03136	2.80762
-20.4716	1.36836	8.03127	2.51465
-20.4716	1.37841	8.031	3.05176
-20.4716	1.38846	8.03124	2.85645
-20.4716	1.39849	8.03147	2.6123
-20.4716	1.40846	8.03144	2.83203
-20.4716	1.41846	8.03078	2.73438
-20.4715	1.42844	8.03042	2.73438
-20.4715	1.43839	8.03105	2.58789
-20.4716	1.44836	8.0311	2.88086
-20.4715	1.45831	8.03097	2.51465
-20.4715	1.46826	8.03058	2.88086
-20.4715	1.47821	8.03058	3.44238
-20.4716	1.48814	8.03066	2.51465
-20.4716	1.49806	8.03113	3.6377
-20.4716	1.50796	8.03053	3.95508
-20.4716	1.51784	8.03093	3.88184
-20.4716	1.52771	8.03115	3.83301
-20.4716	1.53756	8.03077	3.73535
-20.4716	1.54736	8.02939	3.32031
-20.4716	1.55713	8.02955	3.05176
-20.4717	1.56691	8.03046	3.95508
-20.4717	1.57671	8.03029	3.93066
-20.4717	1.58651	8.02922	2.31934
-20.4716	1.59626	8.02976	1.70898
-20.4716	1.60606	8.02927	1.85547
-20.4717	1.61594	8.0296	1.83105
-20.4717	1.62584	8.02889	2.68555
-20.4717	1.63581	8.02917	2.41699
-20.4717	1.64586	8.02874	2.7832
-20.4717	1.65594	8.02857	2.53906
-20.4717	1.66604	8.02854	3.17383
-20.4717	1.67614	8.02802	3.51563
-20.4716	1.68621	8.02847	3.73535
-20.4716	1.69632	8.02837	2.73438
-20.4717	1.70644	8.02778	2.00195
-20.4717	1.71657	8.0277	2.92969
-20.4717	1.72669	8.02787	2.6123
-20.4717	1.73679	8.02703	2.29492
-20.4717	1.74689	8.02739	2.83203
-20.4718	1.75699	8.02745	3.02734
-20.4718	1.76706	8.02744	2.9541
-20.4717	1.77711	8.02687	2.75879
-20.4717	1.78719	8.02721	3.61328
-20.4718	1.79726	8.02733	3.27148
-20.4718	1.80729	8.02681	3.27148
-20.4718	1.81731	8.02625	3.00293
-20.4718	1.82736	8.02593	3.00293
-20.4719	1.83739	8.02603	3.68652
-20.4719	1.84739	8.02534	2.92969
-20.4719	1.85741	8.02596	3.125
-20.4719	1.86744	8.02641	3.07617
-20.4718	1.87744	8.02634	2.58789
-20.4718	1.88744	8.02662	2.34375
-20.4718	1.89746	8.0259	2.29492
-20.4717	1.90751	8.02507	2.49023
-20.4717	1.91754	8.02534	2.49023
-20.4717	1.92751	8.02584	3.56445
-20.4717	1.93751	8.02552	3.22266
-20.4717	1.94754	8.02497	1.92871
-20.4716	1.95756	8.02553	2.92969
-20.4716	1.96759	8.02572	3.36914
-20.4716	1.97759	8.02524	3.2959
-20.4716	1.98759	8.02532	4.10156
-20.4716	1.99759	8.02453	2.00195
-20.4716	2.00764	8.02418	2.05078
-20.4716	2.01769	8.02435	2.73438
-20.4716	2.02771	8.02431	2.83203
-20.4716	2.03776	8.02394	3.58887
-20.4716	2.04781	8.02387	3.80859
-20.4716	2.05786	8.02341	3.07617
-20.4716	2.06791	8.0236	3.17383
-20.4716	2.07799	8.02328	3.61328
-20.4716	2.08809	8.0232	3.66211
-20.4716	2.09816	8.02341	2.83203
-20.4716	2.10821	8.02323	3.19824
-20.4717	2.11826	8.02286	2.88086
-20.4717	2.12831	8.0228	3.32031
-20.4716	2.13834	8.02215	2.83203
-20.4716	2.14834	8.02168	2.46582
-20.4717	2.15831	8.0218	2.51465
-20.4717	2.16826	8.02208	3.27148
-20.4716	2.17819	8.02219	3.24707
-20.4715	2.18811	8.02177	3.68652
-20.4715	2.19804	8.02187	3.36914
-20.4715	2.20791	8.02153	2.58789
-20.4715	2.21776	8.0214	2.70996
-20.4715	2.22758	8.02128	2.73438
-20.4715	2.23738	8.02064	3.32031
-20.4715	2.24718	8.02094	4.00391
-20.4715	2.25698	8.0209	3.07617
-20.4715	2.26681	8.02034	2.58789
-20.4715	2.27663	8.02001	2.53906
-20.4715	2.28649	8.01995	3.2959
-20.4715	2.29639	8.02011	3.32031
-20.4716	2.30631	8.01949	1.63574
-20.4716	2.31629	8.01951	2.88086
-20.4716	2.32629	8.01927	3.24707
